ts,high,low,open,close,change,transaction,next_open
1272326400,42.3,41.1,41.6,41.15,0.05,751,39
1272412800,40.8,39,39,40.5,-0.65,666,40.95
1272499200,41.75,40.6,40.95,41,0.5,753,41.2
1272585600,41.6,38.5,41.2,38.8,-2.2,990,38.6
1272844800,39.45,38,38.6,38,-0.8,603,38.5
1272931200,39.1,38.2,38.5,38.3,0.3,650,37.1
1273017600,37.7,35.65,37.1,35.75,-2.55,879,35.3
1273104000,35.6,33.25,35.3,33.5,-2.25,821,31.2
1273190400,33.5,31.2,31.2,33.5,0,1048,33.5
1273449600,35.8,33.4,33.5,35.8,2.3,880,37.4
1273536000,38,36.7,37.4,37.3,1.5,1781,37.3
1273622400,37.75,36.2,37.3,36.45,-0.85,686,37.2
1273708800,39,36.7,37.2,38.6,2.15,2190,37.6
1273795200,38.35,37.5,37.6,38.2,-0.4,825,37
1274054400,37.75,36.5,37,36.5,-1.7,557,36.7
1274140800,37.8,36.2,36.7,36.7,0.2,878,36.3
1274227200,36.6,35.55,36.3,35.9,-0.8,591,36
1274313600,37.3,35.5,36,35.6,-0.3,917,33.5
1274400000,34.25,33.15,33.5,33.4,-2.2,671,34
1274659200,34.3,33.5,34,33.8,0.4,476,33.4
1274745600,33.7,31.45,33.4,31.5,-2.3,605,32.45
1274832000,32.45,30.5,32.45,31.9,0.4,466,32.4
1274918400,34.1,31.9,32.4,34.1,2.2,592,35
1275004800,35.65,34.2,35,34.35,0.25,795,34.3
1275264000,34.6,33.85,34.3,34.2,-0.15,280,34.6
1275350400,35.4,34.2,34.6,34.45,0.25,592,34.2
1275436800,34.9,33.5,34.2,33.8,-0.65,430,34.6
1275523200,36,34.4,34.6,35.05,1.25,867,35.5
1275609600,36.15,35,35.5,35.2,0.15,804,33.25
1275868800,33.9,32.8,33.25,33.8,-1.4,390,33.8
1275955200,34.75,33.8,33.8,33.9,0.1,349,34.5
1276041600,34.5,31.7,34.5,32.3,-1.6,449,32.8
1276128000,33.25,32.05,32.8,32.85,0.55,340,32.7
1276214400,33.7,32.5,32.7,33.2,0.35,564,33.3
1276473600,35.5,33.3,33.3,35.5,2.3,842,35.8
1276560000,36.3,35.25,35.8,35.5,0,1370,35.8
1276732800,36.45,35,35.8,35,-0.5,716,35.5
1276819200,35.5,34.6,35.5,34.7,-0.3,316,35
1277078400,35.3,34.4,35,34.7,0,354,35.1
1277164800,35.9,34.65,35.1,35.9,1.2,538,35.9
1277251200,37.2,35.75,35.9,35.9,0,1385,36.1
1277337600,36.45,35.1,36.1,35.1,-0.8,460,35.1
1277424000,36.3,35,35.1,35.35,0.25,789,35.7
1277683200,35.9,34.8,35.7,34.85,-0.5,277,35
1277769600,35.5,33.8,35,33.85,-1,411,32
1277856000,33.4,32,32,33.15,-0.7,316,33.4
1277942400,33.8,33.05,33.4,33.1,-0.05,288,33.35
1278028800,34.2,33.3,33.35,33.5,0.4,292,33.8
1278288000,34.15,33.6,33.8,33.8,0.3,245,34
1278374400,34.95,33.9,34,34.65,0.85,352,34.65
1278460800,35.3,34.2,34.65,34.2,-0.45,306,34.4
1278547200,35.8,34.4,34.4,34.8,0.6,691,35
1278633600,35.35,34.55,35,34.8,0,294,37.2
1278892800,37.2,37.2,37.2,37.2,2.4,368,39.2
1278979200,39.8,38.7,39.2,39.15,1.95,2964,39.8
1279065600,40.45,38.7,39.8,39.15,0,1996,39.3
1279152000,39.9,38.3,39.3,39.9,0.75,1227,40.5
1279238400,40.9,38.5,40.5,38.5,-1.4,2131,37.6
1279497600,38.9,37.6,37.6,37.8,-0.7,719,38
1279584000,39.8,38,38,39,1.2,1361,39.5
1279670400,39.5,38.4,39.5,38.65,-0.35,708,39
1279756800,39.25,38.05,39,38.05,-0.6,625,38.5
1279843200,40.7,38.5,38.5,39.7,1.65,2702,39.7
1280102400,39.7,38.7,39.7,38.7,-1,1058,38.7
1280188800,39,38.2,38.7,38.25,-0.45,671,38.35
1280275200,39.15,38.3,38.35,38.75,0.5,645,39.2
1280361600,39.9,38.85,39.2,39,0.25,1264,39.15
1280448000,40.95,39.05,39.15,40.5,1.5,2395,41
1280707200,41,39.4,41,39.4,-1.1,1579,39.4
1280793600,39.7,38.9,39.4,39,-0.4,823,39
1280880000,40,38.8,39,39.2,0.2,895,39.3
1280966400,40,38,39.3,38,-1.2,1023,38
1281052800,38.65,37.9,38,38.1,0.1,539,38
1281312000,38.6,37.8,38,38.05,-0.05,667,38.2
1281398400,38.5,36.7,38.2,36.8,-1.25,604,36.75
1281484800,37.5,36.7,36.75,37.05,0.25,438,36.8
1281571200,37.45,36.15,36.8,36.75,-0.3,465,37
1281657600,38.3,36.5,37,37.85,1.1,922,37.75
1281916800,37.75,37.1,37.75,37.3,-0.55,417,37.5
1282003200,39.2,37.5,37.5,38.2,0.9,1168,38.6
1282089600,38.65,37.9,38.6,38,-0.2,473,38
1282176000,38.9,37.8,38,38.3,0.3,598,38.3
1282262400,38.9,38,38.3,38.35,0.05,502,38.35
1282521600,40.3,38.35,38.35,39.7,1.35,1812,39.7
1282608000,40,38.7,39.7,39.7,0,807,39.5
1282694400,39.5,38,39.5,38,-1.7,481,37.7
1282780800,38.5,37.7,37.7,37.7,-0.3,389,37.7
1282867200,38.1,37.5,37.7,37.9,0.2,206,38.1
1283126400,39.2,37.8,38.1,37.9,0,494,37.8
1283212800,37.8,35.25,37.8,35.25,-2.65,659,35.2
1283299200,35.3,34.5,35.2,34.9,-0.35,427,35.5
1283385600,35.85,32.5,35.5,32.9,-2,1023,33.2
1283472000,35.15,33.2,33.2,35,2.1,758,35.1
1283731200,35.35,34.5,35.1,34.6,-0.4,453,34.95
1283817600,35.7,34.6,34.95,34.8,0.2,558,34.05
1283904000,34.8,34.05,34.05,34.2,-0.6,241,34.5
1283990400,34.8,34.2,34.5,34.6,0.4,245,35
1284076800,35.15,34.5,35,34.65,0.05,304,36.6
1284336000,37.05,36,36.6,37.05,2.4,536,37.85
1284422400,38.45,36.6,37.85,37.45,0.4,1077,37.45
1284508800,37.5,36.75,37.45,37,-0.45,440,36.6
1284595200,37,35.7,36.6,35.7,-1.3,439,35.2
1284681600,36.3,35.1,35.2,35.75,0.05,378,35.8
1284940800,37.3,35.75,35.8,37.3,1.55,605,37.55
1285027200,38,36.7,37.55,36.9,-0.4,724,36.95
1285200000,36.95,36.2,36.95,36.45,-0.45,317,36.2
1285286400,36.45,36.05,36.2,36.2,-0.25,188,36.5
1285545600,37.1,35.9,36.5,36,-0.2,450,35.8
1285632000,36.2,35.5,35.8,35.6,-0.4,216,35.8
1285718400,36.2,35.6,35.8,35.65,0.05,258,36.15
1285804800,36.45,35.75,36.15,36.4,0.75,435,36.65
1285891200,37.25,36.2,36.65,37.2,0.8,803,37.3
1286150400,37.3,35.8,37.3,36.1,-1.1,393,36.15
1286236800,36.95,36.1,36.15,36.3,0.2,912,36.55
1286323200,37,35.7,36.55,36.1,-0.2,411,36.3
1286409600,36.3,35.05,36.3,35.6,-0.5,249,36
1286496000,36,35.5,36,35.6,0,167,36
1286755200,36.45,35.5,36,35.6,0,202,36
1286841600,36.7,35.65,36,35.8,0.2,681,36.3
1286928000,36.3,35.4,36.3,35.65,-0.15,240,36
1287014400,36.1,35.6,36,35.75,0.1,187,35.75
1287100800,36.2,35.3,35.75,35.3,-0.45,295,32.85
1287360000,34.2,32.85,32.85,33.4,-1.9,508,33.4
1287446400,33.65,33,33.4,33.3,-0.1,200,33
1287532800,34,33,33,33.6,0.3,196,33.6
1287619200,33.9,33.15,33.6,33.25,-0.35,123,33.5
1287705600,34.2,33.5,33.5,34.05,0.8,231,33.8
1287964800,34.4,33.75,33.8,33.8,-0.25,113,33.8
1288051200,33.95,33.65,33.8,33.9,0.1,168,34
1288137600,34.25,33.9,34,33.9,0,104,34.6
1288224000,35,34.1,34.6,34.75,0.85,296,34.75
1288310400,34.9,34.3,34.75,34.3,-0.45,130,35.6
1288569600,35.65,34.65,35.6,34.9,0.6,291,35.2
1288656000,35.3,34.2,35.2,34.2,-0.7,132,34.5
1288742400,34.5,33,34.5,33,-1.2,271,33.1
1288828800,33.75,33.1,33.1,33.45,0.45,112,33.95
1288915200,33.95,33.3,33.95,33.45,0,110,33.45
1289174400,33.8,33.25,33.45,33.3,-0.15,84,33.3
1289260800,33.7,33.3,33.3,33.45,0.15,73,33.45
1289347200,33.85,33.35,33.45,33.45,0,76,35.3
1289433600,35.75,34.9,35.3,35.75,2.3,328,36.35
1289520000,37.25,35.75,36.35,36,0.25,1635,36
1289779200,37,35.2,36,36.7,0.7,828,36.7
1289865600,37.5,36.2,36.7,36.2,-0.5,556,35.8
1289952000,36.6,35.6,35.8,36.2,0,376,36.4
1290038400,36.6,35.5,36.4,35.6,-0.6,292,35.9
1290124800,37.3,35.6,35.9,37.1,1.5,1445,37.5
1290384000,37.9,37.1,37.5,37.3,0.2,1057,37.3
1290470400,37.35,36.2,37.3,36.6,-0.7,601,36.4
1290556800,37.4,36,36.4,36.7,0.1,686,36.8
1290643200,38.6,36.6,36.8,37.3,0.6,1809,37.3
1290729600,37.7,36.8,37.3,36.8,-0.5,588,37.5
1290988800,37.5,35.6,37.5,36.45,-0.35,496,36.45
1291075200,36.8,36.2,36.45,36.6,0.15,431,36.6
1291161600,37.4,36.5,36.6,36.6,0,414,37
1291248000,37.7,36.6,37,36.7,0.1,678,37.15
1291334400,37.15,36.3,37.15,36.45,-0.25,349,36.65
1291593600,36.75,35.95,36.65,36.1,-0.35,369,36.5
1291680000,36.55,36.1,36.5,36.2,0.1,207,36.2
1291766400,38.7,36.2,36.2,38.7,2.5,1771,39.5
1291852800,40.3,38.85,39.5,39.05,0.35,2125,39.05
1291939200,39.35,37.9,39.05,38.45,-0.6,885,38.3
1292198400,39.3,37.7,38.3,37.9,-0.55,857,37.8
1292284800,38.25,37.05,37.8,37.35,-0.55,673,38.1
1292371200,38.5,37.5,38.1,37.55,0.2,702,38.5
1292457600,38.5,37.25,38.5,37.25,-0.3,441,37.8
1292544000,37.8,37.15,37.8,37.15,-0.1,316,37.2
1292803200,37.45,36.4,37.2,36.5,-0.65,524,36.6
1292889600,37.5,36.35,36.6,37.4,0.9,385,37.5
1292976000,39.1,37.45,37.5,38,0.6,1592,38.35
1293062400,39.3,38.05,38.35,38.1,0.1,972,38.5
1293148800,38.85,37.85,38.5,38.05,-0.05,523,38.35
1293408000,39.1,38.3,38.35,38.4,0.35,787,38.95
1293494400,38.95,37.45,38.95,37.7,-0.7,493,37.7
1293580800,38,36.8,37.7,36.9,-0.8,426,37
1293667200,37.4,36.35,37,36.55,-0.35,357,36.75
1293753600,37.4,36.45,36.75,37.1,0.55,410,37.1
1294012800,37.1,36.1,37.1,36.4,-0.7,523,36.2
1294099200,36.7,36.15,36.2,36.55,0.15,256,36.75
1294185600,36.85,36,36.75,36,-0.55,330,35.6
1294272000,35.75,34.55,35.6,35.5,-0.5,554,35.1
1294358400,35.7,35.1,35.1,35.5,0,293,35.6
1294617600,35.95,35.3,35.6,35.35,-0.15,225,34.5
1294704000,35.8,34.5,34.5,35.55,0.2,401,35.55
1294790400,36,35.55,35.55,35.65,0.1,230,35.7
1294876800,36.1,35.65,35.7,35.7,0.05,220,35.9
1294963200,35.9,35.25,35.9,35.35,-0.35,156,35.35
1295222400,35.5,35.05,35.35,35.15,-0.2,132,35.15
1295308800,35.35,34.5,35.15,35,-0.15,182,35.2
1295395200,35.7,34.7,35.2,35.45,0.45,321,35.45
1295481600,35.65,35,35.45,35.1,-0.35,181,35.1
1295568000,35.1,34.8,35.1,35.05,-0.05,137,35.5
1295827200,35.5,34.65,35.5,34.7,-0.35,125,35.15
1295913600,35.3,34.75,35.15,34.8,0.1,91,34.6
1296000000,35.3,34.55,34.6,34.85,0.05,172,34.85
1296086400,35,34.65,34.85,34.8,-0.05,173,34.8
1296172800,34.95,34.5,34.8,34.55,-0.25,166,34.55
1297123200,34.75,33.85,34.55,34,-0.55,172,34
1297209600,34,33.1,34,33.2,-0.8,269,33.2
1297296000,33.75,33.2,33.2,33.6,0.4,144,33.2
1297382400,33.2,31.25,33.2,31.25,-2.35,858,31.25
1297641600,31.25,29.5,31.25,29.95,-1.3,440,29.7
1297728000,29.9,29.3,29.7,29.55,-0.4,319,29.55
1297814400,31.4,29.55,29.55,31.15,1.6,513,31.25
1297900800,31.5,30.5,31.25,30.5,-0.65,224,30.5
1297987200,30.9,30.5,30.5,30.55,0.05,150,30.55
1298246400,30.7,30.1,30.55,30.1,-0.45,140,30.1
1298332800,30.1,29,30.1,29.3,-0.8,264,29.25
1298419200,29.75,29.1,29.25,29.1,-0.2,124,29.3
1298505600,29.5,28.9,29.3,29.05,-0.05,139,29.05
1298592000,29.4,28.55,29.05,29,-0.05,163,29.2
1298937600,29.75,29.2,29.2,29.6,0.6,174,29.3
1299024000,29.8,29.3,29.3,29.65,0.05,129,30.25
1299110400,30.25,29.8,30.25,30.1,0.45,169,30.45
1299196800,30.5,29.8,30.45,29.8,-0.3,144,30
1299456000,30.4,29.8,30,29.85,0.05,109,30.25
1299542400,30.25,29.9,30.25,30,0.15,101,30.2
1299628800,31.5,30.2,30.2,31,1,429,31.1
1299715200,31.1,30.2,31.1,30.65,-0.35,140,30.35
1299801600,31.25,30.3,30.35,30.95,0.3,276,30.7
1300060800,30.7,29.15,30.7,29.4,-1.55,195,29.2
1300147200,29.7,27.35,29.2,27.35,-2.05,332,27.65
1300233600,28.3,27,27.65,27.4,0.05,210,27
1300320000,27.3,26.55,27,26.75,-0.65,127,26.8
1300406400,28.6,26.8,26.8,28.6,1.85,222,28.8
1300665600,29.7,28.8,28.8,29.7,1.1,199,30
1300752000,30.6,29.5,30,30,0.3,205,29.5
1300838400,30,29.5,29.5,29.55,-0.45,82,29.8
1300924800,30.45,29.65,29.8,29.65,0.1,123,30.2
1301011200,30.25,29.75,30.2,29.75,0.1,74,29.55
1301270400,30,29.3,29.55,29.4,-0.35,107,29
1301356800,29.6,29,29,29.3,-0.1,106,29.6
1301443200,29.75,29.3,29.6,29.3,0,85,29.3
1301529600,29.85,29.3,29.3,29.5,0.2,59,29.25
1301616000,29.7,29.25,29.25,29.3,-0.2,44,29.5
1302048000,29.8,29.05,29.5,29.2,-0.1,96,29.2
1302134400,29.5,29,29.2,29.25,0.05,114,29.3
1302220800,30.3,29.3,29.3,29.9,0.65,238,30.5
1302480000,30.5,29.35,30.5,29.35,-0.55,151,29.35
1302566400,30.25,28.9,29.35,29.8,0.45,202,29.8
1302652800,29.8,29.4,29.8,29.7,-0.1,69,30
1302739200,30,29.45,30,29.55,-0.15,155,29.55
1302825600,29.9,29.35,29.55,29.35,-0.2,105,29.35
1303084800,29.6,29.2,29.35,29.4,0.05,90,29.1
1303171200,29.3,28.45,29.1,28.55,-0.85,155,28.7
1303257600,29.1,28.6,28.7,28.6,0.05,135,29.15
1303344000,30.6,29.15,29.15,30.6,2,659,30.8
1303430400,32.7,30.8,30.8,32.7,2.1,1710,33.25
1303689600,33.25,31.7,33.25,31.75,-0.95,634,31.75
1303776000,32.45,31.5,31.75,31.55,-0.2,367,33
1303862400,33.75,32.6,33,33.75,2.2,1388,34
1303948800,35,33.75,34,33.9,0.15,2348,33.9
1304035200,33.9,32.6,33.9,32.95,-0.95,733,32.65
1304380800,33.2,32.1,32.65,32.35,-0.6,419,31.7
1304467200,34.6,31.6,31.7,34.2,1.85,1101,34
1304553600,35.5,33.6,34,33.8,-0.4,1072,33.6
1304640000,34.35,33,33.6,33,-0.8,495,33.3
1304899200,33.5,32.55,33.3,32.9,-0.1,353,33.3
1304985600,34.4,32.9,33.3,32.9,0,568,33.1
1305072000,33.3,31.9,33.1,31.9,-1,513,31.45
1305158400,32.65,31.15,31.45,31.7,-0.2,496,32.1
1305244800,32.55,31.6,32.1,31.75,0.05,285,31.8
1305504000,32,31.05,31.8,31.05,-0.7,238,31.05
1305590400,31.5,30.55,31.05,30.75,-0.3,244,31.8
1305676800,31.8,30.8,31.8,30.8,0.05,249,31.5
1305763200,31.5,30.8,31.5,30.9,0.1,185,31.6
1305849600,31.9,31.05,31.6,31.35,0.45,331,31.2
1306108800,31.5,30,31.2,30,-1.35,291,29.6
1306195200,29.9,29.2,29.6,29.25,-0.75,264,29.8
1306281600,30.25,29.6,29.8,29.85,0.6,252,29.9
1306368000,30.65,29.8,29.9,29.8,-0.05,240,30
1306454400,31,30,30,30.8,1,376,30.5
1306713600,30.8,30.2,30.5,30.5,-0.3,182,30.7
1306800000,30.9,30.45,30.7,30.55,0.05,158,30.7
1306886400,31.7,30.55,30.7,30.6,0.05,500,30.5
1306972800,30.6,29.9,30.5,30,-0.6,240,30.1
1307059200,30.8,29.85,30.1,30.4,0.4,240,30.4
1307404800,30.4,30,30.4,30.05,-0.35,118,30.05
1307491200,31.15,30.05,30.05,30.75,0.7,407,31.4
1307577600,31.5,30.85,31.4,30.85,0.1,309,31.2
1307664000,31.2,29.7,31.2,29.7,-1.15,321,29.7
1307923200,30.5,29.7,29.7,30.05,0.35,247,30.5
1308009600,30.5,29.65,30.5,29.9,-0.15,282,30.25
1308096000,30.25,29.5,30.25,29.7,-0.2,168,29.5
1308182400,29.6,29,29.5,29.05,-0.65,184,29.2
1308268800,29.45,28.55,29.2,28.6,-0.45,170,29
1308528000,29.15,27,29,27,-1.6,196,27.2
1308614400,27.65,26.8,27.2,27.5,0.5,189,28
1308700800,28.2,27.7,28,28.2,0.7,132,28.2
1308787200,28.4,28.1,28.2,28.3,0.1,75,28.4
1308873600,28.4,28,28.4,28.1,-0.2,65,27.5
1309132800,28.1,27.5,27.5,28,-0.1,52,28.4
1309219200,28.55,28,28.4,28,0,71,28.1
1309305600,28.2,27.95,28.1,28,0,116,28
1309392000,28.45,27.9,28,27.95,-0.05,107,28.3
1309478400,28.3,27.95,28.3,28,0.05,79,28.35
1309737600,28.35,28,28.35,28,0,92,28
1309824000,28.25,28,28,28.25,0.25,75,28.25
1309910400,28.35,27.9,28.25,28,-0.25,78,28.2
1309996800,29.95,28,28.2,29.5,1.5,640,29.5
1310083200,29.5,28.45,29.5,28.6,-0.9,262,28
1310342400,28,26.6,28,26.6,-2,451,24.8
1310428800,25.6,24.75,24.8,24.9,-1.7,395,24.9
1310515200,25,24.05,24.9,24.7,-0.2,197,25
1310601600,25.3,24.35,25,24.7,0,92,24.8
1310688000,25.3,24.65,24.8,25.05,0.35,132,25.2
1310947200,25.4,24.6,25.2,24.65,-0.4,77,24.6
1311033600,24.95,24.4,24.6,24.6,-0.05,74,24.9
1311120000,25.1,24.6,24.9,24.7,0.1,159,24.8
1311206400,25.3,24.75,24.8,25.3,0.6,230,25.5
1311292800,25.8,25.1,25.5,25.2,-0.1,128,25.2
1311552000,25.2,24.55,25.2,24.6,-0.6,104,24.4
1311638400,24.85,24.4,24.4,24.65,0.05,50,24.4
1311724800,24.6,24.35,24.4,24.4,-0.25,157,24
1311811200,24.1,23.55,24,23.55,-0.85,300,22
1311897600,22.9,22,22,22.1,0,221,22.5
1312156800,22.55,21.9,22.5,21.9,-0.2,96,22
1312243200,22,21.4,22,21.85,-0.05,81,21.15
1312329600,21.5,20.35,21.15,21,-0.85,234,21
1312416000,21.5,20.45,21,20.45,-0.55,164,19.05
1312502400,19.5,19.05,19.05,19.05,-1.4,227,17.8
1312761600,18.5,17.75,17.8,17.75,-1.3,233,16.55
1312848000,17.5,16.55,16.55,16.75,-1,298,17
1312934400,17.9,17,17,17.9,1.15,353,16.65
1313020800,17.85,16.65,16.65,17.8,-0.1,153,18.5
1313107200,18.7,18.05,18.5,18.3,0.5,185,18.3
1313366400,18.8,17.95,18.3,18.5,0.2,247,18.7
1313452800,18.7,18,18.7,18.05,-0.45,139,18.05
1313539200,18.05,17.45,18.05,17.55,-0.5,125,17.4
1313625600,17.4,16.8,17.4,16.85,-0.7,129,16
1313712000,16.05,15.7,16,15.7,-1.15,201,15
1313971200,15.5,14.65,15,14.65,-1.05,182,14.65
1314057600,15.4,14.6,14.65,15.4,0.75,157,15.7
1314144000,15.9,15.5,15.7,15.65,0.25,87,15.75
1314230400,15.95,15.15,15.75,15.15,-0.5,67,15.25
1314316800,15.5,15,15.25,15.05,-0.1,75,15.1
1314576000,15.6,15.1,15.1,15.5,0.45,62,15.8
1314662400,15.9,15.4,15.8,15.45,-0.05,343,15.5
1314748800,16,15.15,15.5,16,0.55,246,16
1314835200,16.4,15.85,16,15.95,-0.05,257,15.55
1314921600,15.85,15.55,15.55,15.6,-0.35,100,15.6
1315180800,15.6,14.8,15.6,15,-0.6,142,15
1315267200,15.2,14.65,15,14.9,-0.1,113,15
1315353600,15.3,14.85,15,15.3,0.4,125,15.4
1315440000,15.6,15.25,15.4,15.25,-0.05,79,15.2
1315526400,15.45,15.1,15.2,15.45,0.2,82,14.6
1315872000,14.8,14.4,14.6,14.4,-1.05,241,14.4
1315958400,14.6,13.4,14.4,13.5,-0.9,273,13.7
1316044800,14,13.7,13.7,13.8,0.3,126,14
1316131200,14.3,13.8,14,14.1,0.3,171,14.1
1316390400,14.2,13.9,14.1,13.9,-0.2,90,13.9
1316476800,14.1,13.8,13.9,14.1,0.2,121,14.1
1316563200,14.5,13.85,14.1,14.35,0.25,157,14.25
1316649600,14.25,13.8,14.25,13.95,-0.4,84,13.7
1316736000,13.7,13,13.7,13.2,-0.75,138,13.4
1316995200,13.5,12.4,13.4,12.4,-0.8,147,12.7
1317081600,13.2,12.6,12.7,12.75,0.35,118,13
1317168000,13,12.7,13,12.75,0,55,12.3
1317254400,12.95,12.3,12.3,12.85,0.1,62,12.9
1317340800,13.2,12.9,12.9,13.05,0.2,85,12.8
1317600000,12.9,12.7,12.8,12.75,-0.3,58,12.65
1317686400,13,12.45,12.65,13,0.25,78,13
1317772800,13.2,12.7,13,12.7,-0.3,54,12.8
1317859200,13.15,12.5,12.8,12.5,-0.2,81,12.5
1317945600,12.9,12.5,12.5,12.85,0.35,106,13
1318291200,13.3,13,13,13.15,0.3,147,13.15
1318377600,13.35,13,13.15,13.15,0,106,13.35
1318464000,14.05,13.35,13.35,14.05,0.9,450,14.1
1318550400,14.95,14,14.1,14.6,0.55,823,14.8
1318809600,14.95,14.5,14.8,14.75,0.15,305,14.25
1318896000,14.5,14.1,14.25,14.4,-0.35,147,14.35
1318982400,14.6,13.85,14.35,13.85,-0.55,166,14.1
1319068800,14.1,13.7,14.1,13.85,0,74,14
1319155200,14.45,13.75,14,14.35,0.5,277,14.95
1319414400,15.35,14.95,14.95,15.35,1,522,15.6
1319500800,15.7,15.2,15.6,15.3,-0.05,690,15.1
1319587200,15.9,14.9,15.1,15.7,0.4,640,15.9
1319673600,15.95,15.25,15.9,15.25,-0.45,319,15.6
1319760000,15.65,14.65,15.6,14.65,-0.6,312,14.65
1320019200,14.8,14.4,14.65,14.4,-0.25,163,14.4
1320105600,14.55,14.2,14.4,14.5,0.1,147,14.4
1320192000,14.9,14.05,14.4,14.8,0.3,253,14.35
1320278400,15.75,14.35,14.35,14.85,0.05,880,15.1
1320364800,15.5,15,15.1,15.3,0.45,343,15.35
1320624000,15.35,15,15.35,15.1,-0.2,203,15.2
1320710400,15.3,14.8,15.2,14.8,-0.3,198,14.8
1320796800,15.05,14.4,14.8,14.95,0.15,499,14.5
1320883200,14.8,14,14.5,14,-0.95,258,14
1320969600,14.15,13.5,14,13.6,-0.4,181,13.75
1321228800,14.25,13.75,13.75,14,0.4,100,14
1321315200,14.1,13.7,14,13.9,-0.1,80,14
1321401600,14.1,13.5,14,13.6,-0.3,101,13.5
1321488000,13.75,13.5,13.5,13.55,-0.05,48,13.4
1321574400,13.6,12.85,13.4,13,-0.55,151,13
1321833600,13,12.1,13,12.15,-0.85,264,12.05
1321920000,12.2,11.3,12.05,11.3,-0.85,262,11.2
1322006400,11.25,10.55,11.2,10.6,-0.7,235,10.15
1322092800,11.25,9.91,10.15,11.25,0.65,227,11.1
1322179200,11.3,10.5,11.1,10.8,-0.45,188,11
1322438400,11.45,10.85,11,11.05,0.25,142,11.2
1322524800,11.6,11.05,11.2,11.1,0.05,176,11.15
1322611200,11.35,10.4,11.15,10.6,-0.5,104,11
1322697600,11.15,10.85,11,11.15,0.55,125,11.15
1322784000,11.3,10.85,11.15,11.1,-0.05,103,11.1
1323043200,11.2,10.8,11.1,10.85,-0.25,91,10.8
1323129600,10.9,10.5,10.8,10.5,-0.35,106,10.5
1323216000,10.7,10.1,10.5,10.5,0,149,10.4
1323302400,10.7,10.15,10.4,10.3,-0.2,284,10
1323388800,10.2,9.8,10,10.1,-0.2,127,10.2
1323648000,10.2,9.9,10.2,9.9,-0.2,165,9.3
1323734400,9.7,9.3,9.3,9.39,-0.51,133,9.34
1323820800,9.72,9.21,9.34,9.72,0.33,172,9.35
1323907200,9.9,9.35,9.35,9.78,0.06,86,9.76
1323993600,10,9.64,9.76,9.71,-0.07,80,9.61
1324252800,9.71,9.04,9.61,9.41,-0.3,122,8.76
1324339200,9.24,8.76,8.76,8.91,-0.5,132,9.2
1324425600,9.53,9.16,9.2,9.53,0.62,164,9.35
1324512000,9.52,9.33,9.35,9.4,-0.13,50,9.6
1324598400,10,9.53,9.6,9.99,0.59,147,10.05
1324857600,10.1,9.71,10.05,9.82,-0.17,79,9.85
1324944000,9.99,9.81,9.85,9.96,0.14,87,9.99
1325030400,9.99,9.78,9.99,9.87,-0.09,63,9.87
1325116800,10.35,9.77,9.87,10.2,0.33,111,10.35
1325203200,10.35,9.94,10.35,10,-0.2,90,10
1325462400,10,9.8,10,9.84,-0.16,47,9.86
1325548800,10.5,9.8,9.86,10.15,0.31,375,10.25
1325635200,10.4,9.95,10.25,9.98,-0.17,242,10.1
1325721600,10.1,9.98,10.1,10,0.02,144,10.2
1325808000,10.2,10,10.2,10.1,0.1,72,10.1
1326067200,10.15,9.98,10.1,10.05,-0.05,75,10
1326153600,10.3,10,10,10.1,0.05,115,9.6
1326240000,9.99,9.6,9.6,9.74,-0.36,222,9.7
1326326400,9.75,9.63,9.7,9.63,-0.11,111,9.63
1326412800,9.7,9.5,9.63,9.5,-0.13,87,9.69
1326672000,9.69,9.4,9.69,9.48,-0.02,89,9.46
1326758400,9.74,9.44,9.46,9.71,0.23,107,9.69
1326844800,9.85,9.65,9.69,9.67,-0.04,142,10
1327881600,10,9.82,10,9.88,0.21,105,9.91
1327968000,10.55,9.91,9.91,10.55,0.67,371,10.75
1328054400,11.25,10.6,10.75,11.25,0.7,527,12
1328140800,12,11.8,12,12,0.75,256,12.4
1328227200,12.8,12,12.4,12.8,0.8,771,13.6
1328313600,13.65,13.6,13.6,13.65,0.85,214,14.2
1328486400,14.6,13.9,14.2,14.6,0.95,1352,14.6
1328572800,14.6,14,14.6,14.55,-0.05,548,14.2
1328659200,15.1,14.2,14.2,15.1,0.55,817,15.1
1328745600,15.45,14.8,15.1,15.3,0.2,605,15.3
1328832000,15.45,14.8,15.3,14.85,-0.45,387,15.85
1329091200,15.85,15.85,15.85,15.85,1,207,16.95
1329177600,16.95,16.95,16.95,16.95,1.1,218,18.1
1329264000,18.1,18.1,18.1,18.1,1.15,291,19.2
1329350400,19.3,18,19.2,18.35,0.25,1985,18.95
1329436800,19,17.2,18.95,17.45,-0.9,850,18
1329696000,18.1,16.9,18,17.8,0.35,737,18
1329782400,18.4,17.55,18,17.65,-0.15,409,17.65
1329868800,18.45,17.5,17.65,18.2,0.55,527,18.1
1329955200,18.2,17.7,18.1,17.7,-0.5,343,17.7
1330041600,18.4,17.7,17.7,17.9,0.2,469,18
1330473600,18.1,17.4,18,17.5,-0.4,266,17.8
1330560000,17.8,17.35,17.8,17.7,0.2,258,17.75
1330646400,18.35,17.75,17.75,18.1,0.4,564,18.2
1330732800,18.2,17.8,18.2,18,-0.1,229,18
